Created,Caller ,Noise Postcode,Type of Noise Causing a Nuisance,Sr_Num,Enq Type
09/06/2021,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/06/2021,LS12 ,LS12 1,SHOUTING,Out ofHours,Out ofHours
09/06/2021,LS9 ,LS9 6,DOG BARKING,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS16 ,LS16 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS8 ,LS8 2,SHOUTING,Out ofHours,Out ofHours
09/06/2021,LS13 ,LS13 4,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS4 ,LS4 2,SHOUTING,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
09/06/2021,LS10 ,LS10 4,SHOUTING,Out ofHours,Out ofHours
09/06/2021,WF3 ,WF3 1,TV,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
09/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
10/06/2021,LS1 ,LS1 3,SHOUTING,Out ofHours,Out ofHours
10/06/2021,LS16 ,LS16 5,PARTY,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
10/06/2021,WF3 ,WF3 1,TV,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS9 ,LS9 6,DIY,Out ofHours,Out ofHours
10/06/2021,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/06/2021,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS11 ,LS11 0,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
10/06/2021,LS11 ,LS11 8,SHOUTING,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS2 ,LS2 9,PARTY,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
10/06/2021,BD11 ,BD11 1,DOG BARKING,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
10/06/2021,LS10 ,LS10 1,PARTY,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS14 ,LS14 6,PARTY,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
10/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS15 ,LS15 5,MUSIC,Out ofHours,Out ofHours
10/06/2021,LS2 ,LS2 9,ALARM,Out ofHours,Out ofHours
10/06/2021,BD11 ,BD11 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
10/06/2021,LS12 ,LS12 1,SHOUTING,Out ofHours,Out ofHours
10/06/2021,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
11/06/2021,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS13 ,LS13 4,SHOUTING,Out ofHours,Out ofHours
11/06/2021,LS11 ,LS11 8,SHOUTING,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS28 ,LS28 7,ALARM,Out ofHours,Out ofHours
11/06/2021,LS26 ,LS26 0,DOG BARKING,Out ofHours,Out ofHours
11/06/2021,LS13 ,LS13 2,OTHER,Out ofHours,Out ofHours
11/06/2021,LS27 ,LS27 8,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS26 ,LS26 0,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS21 ,LS21 1,NOISE ASSOCIATED WITH LICENSED PREMISES,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS21 ,LS21 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS14 ,LS14 1,SHOUTING,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS14 ,LS14 1,PARTY,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
11/06/2021,LS2 ,LS2 8,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
11/06/2021,LS9 ,LS9 9,SHOUTING,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,TV,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
11/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS7 ,LS7 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS15 ,LS15 0,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS2 ,LS2 9,PARTY,Out ofHours,Out ofHours
12/06/2021,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS2 ,LS2 9,SHOUTING,Out ofHours,Out ofHours
12/06/2021,LS2 ,LS2 9,SHOUTING,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS21 ,LS21 2,PARTY,Out ofHours,Out ofHours
12/06/2021,LS14 ,LS14 2,PARTY,Out ofHours,Out ofHours
12/06/2021,LS17 ,LS17 5,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
12/06/2021,LS7 ,LS7 4,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS27 ,LS27 9,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS13 ,LS13 3,SHOUTING,Out ofHours,Out ofHours
12/06/2021,LS13 ,LS13 3,PARTY,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS21 ,LS21 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS27 ,LS27 9,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS14 ,LS14 2,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS13 ,LS13 3,,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS9 ,LS9 0,PARTY,Out ofHours,Out ofHours
12/06/2021,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS3 ,LS3 1,PARTY,Out ofHours,Out ofHours
12/06/2021,LS16 ,LS16 7,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS4 ,LS4 2,PARTY,Out ofHours,Out ofHours
12/06/2021,LS7 ,LS7 2,PARTY,Out ofHours,Out ofHours
12/06/2021,LS14 ,LS14 1,OTHER,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,BD11 ,BD11 1,DOG BARKING,Out ofHours,Out ofHours
12/06/2021,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
12/06/2021,WF3 ,WF3 2,DOG BARKING,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,WF3 ,WF3 1,SHOUTING,Out ofHours,Out ofHours
12/06/2021,LS9 ,LS9 6,PARTY,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
12/06/2021,LS27 ,LS27 8,DOG BARKING,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS28 ,LS28 9,DOG BARKING,Out ofHours,Out ofHours
12/06/2021,LS14 ,LS14 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
12/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS9 ,LS9 6,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS12 ,LS12 5,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS28 ,LS28 5,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 2,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS10 ,LS10 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/06/2021,LS10 ,LS10 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS4 ,LS4 2,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS12 ,LS12 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 4,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS25 ,LS25 7,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS9 ,LS9 7,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 8,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS25 ,LS25 4,PARTY,Out ofHours,Out ofHours
13/06/2021,LS2 ,LS2 7,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS27 ,LS27 9,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS9 ,LS9 8,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
13/06/2021,LS7 ,LS7 2,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS13 ,LS13 2,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS9 ,LS9 6,PARTY,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS7 ,LS7 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS10 ,LS10 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS14 ,LS14 6,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS13 ,LS13 2,PARTY,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS13 ,LS13 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS4 ,LS4 2,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS4 ,LS4 2,PARTY,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS13 ,LS13 1,,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS13 ,LS13 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
13/06/2021,LS1 ,LS1 6,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS3 ,LS3 1,TV,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
13/06/2021,LS12 ,LS12 1,SHOUTING,Out ofHours,Out ofHours
13/06/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 2,PARTY,Out ofHours,Out ofHours
14/06/2021,LS7 ,LS7 2,SHOUTING,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 4,SHOUTING,Out ofHours,Out ofHours
14/06/2021,LS8 ,LS8 1,PARTY,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/06/2021,LS2 ,LS2 9,PARTY,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/06/2021,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS4 ,LS4 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/06/2021,LS2 ,LS2 9,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,OTHER,Out ofHours,Out ofHours
14/06/2021,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/06/2021,LS13 ,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/06/2021,LS12 ,LS12 5,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
14/06/2021,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
14/06/2021,LS5 ,LS6 1,PARTY,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS11 ,LS11 6,DOG BARKING,Out ofHours,Out ofHours
14/06/2021,WF3 ,WF3 1,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS10 ,LS10 4,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS8 ,LS8 3,SHOUTING,Out ofHours,Out ofHours
14/06/2021,LS11 ,LS11 7,MUSIC,Out ofHours,Out ofHours
14/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
15/06/2021,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
15/06/2021,LS8 ,LS8 5,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS28 ,LS28 5,MUSIC,Out ofHours,Out ofHours
15/06/2021,WF3 ,WF3 1,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS28 ,LS28 5,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS8 ,LS8 2,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS8 ,LS8 ,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS27 ,LS27 0,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS17 ,LS17 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
15/06/2021,LS1 ,LS1 4,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS8 ,LS8 1,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS9 ,LS9 6,PARTY,Out ofHours,Out ofHours
15/06/2021,LS8 ,LS8 1,SHOUTING,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 2,MUSIC,Out ofHours,Out ofHours
15/06/2021,LS14 ,LS14 6,TV,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
15/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS3 ,LS3 1,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
16/06/2021,LS12 ,LS12 4,PARTY,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
16/06/2021,WF3 ,WF3 1,TV,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 3,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
16/06/2021,LS12 ,LS12 1,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS13 ,LS13 3,SHOUTING,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS12 ,LS12 2,MUSIC,Out ofHours,Out ofHours
16/06/2021,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
